"State","County","NUM_LICENSED_BEDS","Population with public coverage","Percent of pop w/no health insurance","margin of error","PopEstimate2018","Heart Disease Mortality","adjusted_beds","inquiry1","inquiry2"
"AR","Bradley",33,5643,11.5,2.3,10897,533.5,302.835642837478,1.76168166666667,46.3913043478261
"AR","Calhoun",NA,2442,8.2,2.6,5277,460,NA,NA,56.0975609756098
"AR","Carroll",40,13213,12.4,1.7,28223,454,141.728377564398,3.2033105,36.6129032258064
"AR","Chicot",35,5967,8.9,1.6,10438,466.2,335.313278405825,1.3903416,52.3820224719101
"AR","Clark",25,8271,8.6,1.4,22061,442.7,113.322152214315,3.90656188,51.4767441860465
"AR","Clay",25,8543,6.9,1.4,14847,479.7,168.384185357311,2.84884236,69.5217391304348
"AR","Cleburne",25,12587,9.2,1.4,24965,294.2,100.140196274785,2.9378812,31.9782608695652
"AR","Cleveland",NA,4021,5.1,1.6,8018,426.7,NA,NA,83.6666666666667
"AR","Columbia",49,10697,8.2,1.6,23537,452.6,208.182861027319,2.17405024489796,55.1951219512195
"AR","Conway",25,10188,7.4,1.3,20891,428.4,119.668756880954,3.57988176,57.8918918918919
"AR","Craighead",730,44014,9.3,0.8,108558,465,672.451592696991,0.691499589041096,50
"AR","Crawford",103,27700,8.9,1.3,63406,382.6,162.445194461092,2.35525588349515,42.9887640449438
"AR","Crittenden",65,22693,9.1,1,48342,400.1,134.458648794009,2.97563603076923,43.967032967033
"AR","Cross",25,7902,7.3,1.1,16676,458.2,149.916047013672,3.05637728,62.7671232876712
"AR","Dallas",25,3398,8,2.7,7182,434.5,348.092453355611,1.2482316,54.3125
"AR","Desha",50,6733,7.3,1.6,11512,804.3,434.329395413482,1.85182032,110.178082191781
"AR","Drew",49,8026,5.9,1.5,18328,416.3,267.350501964208,1.55713191836735,70.5593220338983
"AR","Faulkner",357,40170,9.7,0.9,124806,360.9,286.043940195183,1.26169426890756,37.2061855670103
"AR","Franklin",25,8990,5.8,1.6,17810,456.1,140.370578326783,3.2492564,78.6379310344828
"AR","Fulton",25,6499,9.1,2.7,12269,389.9,203.765588067487,1.91347324,42.8461538461538
"AR","Garland",562,48612,11.2,1,99154,447.4,566.795086431208,0.789350526690391,39.9464285714286
"AR","Grant",NA,7485,5,1.2,18188,392.3,NA,NA,78.46
"AR","Greene",129,20271,6.9,1.4,45325,428.8,284.611141753999,1.50661705426357,62.1449275362319
"AR","Hempstead",79,10320,9.9,1.7,21741,496.9,363.368750287475,1.36748137974684,50.1919191919192
"AR","Hot Spring",72,15504,8.5,1.7,33701,420.1,213.643512061957,1.96635973611111,49.4235294117647
"AR","Howard",20,6700,9.1,2,13341,546.8,149.91379956525,3.6474294,60.0879120879121
"AR","Independence",235,15933,8.6,1.5,37678,482.9,623.706141514942,0.774242817021277,56.1511627906977
"AR","Izard",25,6991,7.2,1.2,13593,387.7,183.91819318767,2.10800244,53.8472222222222
"AR","Jackson",NA,8030,8.1,1.6,16811,478.2,NA,NA,59.037037037037
"AR","Jefferson",471,31281,7.9,0.9,68114,492.2,691.487799864932,0.711798530785563,62.3037974683544
"AR","Johnson",90,11631,11,1.6,26742,435.9,336.549248373345,1.2952042,39.6272727272727
"AR","Lafayette",NA,3485,10,1.9,6682,412.6,NA,NA,41.26
"AR","Lawrence",25,8107,7.8,1.2,16434,453.1,152.12364609955,2.97849816,58.0897435897436
"AR","Lee",NA,4696,8.5,2.2,8985,477.4,NA,NA,56.1647058823529
"AR","Lincoln",NA,4550,7.4,2,13383,537.1,NA,NA,72.5810810810811
"AR","Little River",25,5903,6.2,1.6,12326,470.7,202.823300340743,2.32073928,75.9193548387097
"AR","Logan",41,10524,8,1.3,21737,420.5,188.618484611492,2.22936792682927,52.5625
"AR","Lonoke",NA,25826,7.6,1.1,73657,354.2,NA,NA,46.6052631578947
"AR","Madison",NA,7325,11.4,2,16481,588.3,NA,NA,51.6052631578947
"AR","Marion",NA,9271,7,1.7,16722,428.2,NA,NA,61.1714285714286
"AR","Miller",62,19514,10.7,1.4,43592,408.2,142.227931730593,2.87004103225806,38.1495327102804
"AR","Mississippi",124,21690,7.9,1.4,41239,554.4,300.686243604355,1.84378238709677,70.1772151898734
"AR","Monroe",NA,4009,9.9,1.9,6900,618.3,NA,NA,62.4545454545454
"AR","Montgomery",NA,4891,12,2.9,8924,425.2,NA,NA,35.4333333333333
"AR","Nevada",NA,4447,8.7,2.2,8326,467.8,NA,NA,53.7701149425287
"AR","Newton",NA,3565,7.5,2.3,7805,519.1,NA,NA,69.2133333333333
"AR","Ouachita",98,12323,7.4,1.6,23606,441.1,415.14869101076,1.06251087755102,59.6081081081081
"AR","Perry",NA,5240,6,2,10352,400.6,NA,NA,66.7666666666667
"AR","Phillips",155,11122,9.3,2.5,18029,396.3,859.725997004826,0.460960819354839,42.6129032258064
"AR","Pike",NA,5294,10.3,2.3,10673,482.3,NA,NA,46.8252427184466
"AR","Poinsett",NA,12888,11.5,1.4,23974,549.7,NA,NA,47.8
"AR","Polk",65,11111,11.6,1.7,20049,474.1,324.205696044691,1.46234321538462,40.8706896551724
"AR","Pope",170,26373,9.1,1.3,64000,398.7,265.625,1.50098823529412,43.8131868131868
"AR","Prairie",NA,3666,8.2,2,8074,400.4,NA,NA,48.8292682926829
"AR","Pulaski",4068,152310,8.6,0.5,392680,377.8,1035.95803198533,0.364686588003933,43.9302325581395
"AR","Randolph",50,9259,8.5,1.7,17948,442.7,278.582571874304,1.58911592,52.0823529411765
"AR","Saline",257,42475,6.1,0.7,121421,358.7,211.66025646305,1.6946969922179,58.8032786885246
"AR","Scott",24,5825,8.8,2.1,10319,442.6,232.580676422134,1.90299558333333,50.2954545454545
"AR","Searcy",NA,4438,7.3,2,7958,381.5,NA,NA,52.2602739726027
"AR","Sebastian",1081,52993,10.7,0.7,127753,400.1,846.164082252472,0.472839734505088,37.392523364486
"AR","Sevier",NA,7181,14.7,2.4,17139,460.6,NA,NA,31.3333333333333
"AR","Sharp",NA,10658,7.1,1.3,17366,453.4,NA,NA,63.8591549295775
"AR","St. Francis",118,12595,10.3,1.9,25439,509.6,463.854711270097,1.09861986440678,49.4757281553398
"AR","Stone",25,7279,7.5,2,12457,330.4,200.69037488962,1.64631712,44.0533333333333
"AR","Union",166,16954,10.6,1.6,39126,422.8,424.270306190257,0.996534506024096,39.8867924528302
"AR","Van Buren",25,9513,10.5,1.8,16603,351.4,150.575197253508,2.33371768,33.4666666666667
"AR","Washington",1068,68734,11.5,0.8,236961,620.7,450.707078379987,1.37716940730337,53.9739130434783
"AR","White",465,32307,9,1,78727,498.6,590.648697397335,0.844156606451613,55.4
"AR","Woodruff",NA,3785,6.1,1.9,6490,538.7,NA,NA,88.3114754098361
"AR","Yell",76,9273,8.5,1.6,21535,449.6,352.913861156257,1.27396526315789,52.8941176470588
"AZ","Apache",162,35154,23.5,1,71818,272.9,225.57019131694,1.20982297530864,11.6127659574468
"AZ","Cochise",160,58384,8.2,0.7,126770,305,126.212826378481,2.416553125,37.1951219512195
"AZ","Coconino",418,43905,12.3,0.8,142854,245.7,292.606437341621,0.839694444976077,19.9756097560976
"AZ","Gila",50,30158,11.3,1.6,53889,327.1,92.7833138488374,3.52541838,28.9469026548673
"AZ","Graham",176,14907,8.5,1.5,38072,286.2,462.281992015129,0.619102636363636,33.6705882352941
"AZ","Greenlee",NA,3013,7.3,2,9483,304.8,NA,NA,41.7534246575342
"AZ","La Paz",42,12391,14.5,2.3,21098,351.3,199.07100199071,1.764697,24.2275862068966
"AZ","Maricopa",11593,1432684,11.1,0.2,4410824,259.1,262.830709182683,0.985805657206935,23.3423423423423
"AZ","Mohave",610,115482,10.4,0.8,209550,436.5,291.099976139346,1.49948483606557,41.9711538461538
"AZ","Navajo",188,59391,13.5,0.9,110445,270,170.220471728009,1.58617819148936,20
"AZ","Pima",3727,414265,9.9,0.3,1039073,268.2,358.685097197213,0.747731093640998,27.0909090909091
"AZ","Pinal",401,169583,8.8,0.5,447138,235,89.6814853579879,2.62038478802993,26.7045454545455
"AZ","Santa Cruz",25,24658,11.6,1.8,46511,245.1,53.7507256347961,4.55993844,21.1293103448276
"AZ","Yavapai",379,112248,10.4,0.8,231993,272,163.366998142185,1.66496295514512,26.1538461538462
"AZ","Yuma",457,94512,13.3,1.1,212128,251.5,215.435963192035,1.16740026258206,18.9097744360902
"CA","Alameda",2869,497191,5.1,0.1,1666753,218,172.131083609869,1.26647666085744,42.7450980392157
"CA","Alpine",NA,605,10.3,4,1101,319.7,NA,NA,31.0388349514563
"CA","Amador",52,17120,4.2,0.8,39383,293.5,132.036665566361,2.22286740384615,69.8809523809524
"CA","Butte",471,105345,7.4,0.5,231256,342,203.670391254713,1.67918369426752,46.2162162162162
"CA","Calaveras",25,22096,5.2,1.4,45602,301.1,54.822156922942,5.49230488,57.9038461538462
"CA","Colusa",42,10046,10.3,1.8,21627,309.9,194.201692329033,1.59576364285714,30.0873786407767
"CA","Contra Costa",1696,355628,5.7,0.2,1150215,213,147.450694000687,1.44455067806604,37.3684210526316
"CA","Del Norte",49,13596,6.3,1.5,27828,305.2,176.081644386948,1.73328685714286,48.4444444444444
"CA","El Dorado",190,67750,5.2,0.6,190678,256.6,99.6444267298797,2.57515656842105,49.3461538461538
"CA","Fresno",1905,471275,9.5,0.3,994400,326,191.57280772325,1.70170288713911,34.3157894736842
"CA","Glenn",47,13665,9.6,1.6,28047,339.2,167.575854815132,2.02415795744681,35.3333333333333
"CA","Humboldt",276,65631,9.7,0.7,136373,321.7,202.38610282094,1.58953601811594,33.1649484536082
"CA","Imperial",268,88182,9.3,0.9,181827,266.8,147.392851446705,1.81012849253731,28.6881720430108
"CA","Inyo",29,7352,6.4,1.1,17987,312.1,161.22755323289,1.93577334482759,48.765625
"CA","Kern",1560,401660,9,0.4,896764,379.3,173.95881190592,2.18040118717949,42.1444444444444
"CA","Kings",173,59881,8.2,0.8,151366,336.6,114.292509546397,2.94507489017341,41.0487804878049
"CA","Lake",62,37606,9.5,1,64382,316.9,96.3002081327079,3.29075093548387,33.3578947368421
"CA","Lassen",25,8672,5.7,1.3,30802,342.1,81.1635608077398,4.21494568,60.0175438596491
"CA","Los Angeles",23853,3809323,10.8,0.1,10105518,290.2,236.039359882393,1.22945596931204,26.8703703703704
"CA","Madera",464,77490,9.4,0.9,157672,289.2,294.281800192805,0.982731517241379,30.7659574468085
"CA","Marin",441,82068,4,0.4,259666,182.4,169.833555413493,1.07399270748299,45.6
"CA","Mariposa",18,8584,4.9,1.1,17471,341.2,103.027874763894,3.31172511111111,69.6326530612245
"CA","Mendocino",142,47743,9.3,1,87606,285.8,162.089354610415,1.76322498591549,30.7311827956989
"CA","Merced",242,137831,8.7,0.6,274765,323.2,88.0752643167798,3.66958876033058,37.1494252873563
"CA","Modoc",20,4697,12.3,3.7,8777,355,227.868292127151,1.5579175,28.8617886178862
"CA","Mono",17,4150,16.6,3.5,14250,225.4,119.298245614035,1.88938235294118,13.578313253012
"CA","Monterey",747,171343,11.2,0.5,435594,209.7,171.489965426521,1.22281207228916,18.7232142857143
"CA","Napa",510,47481,6.5,0.7,139417,256.2,365.809047677113,0.7003654,39.4153846153846
"CA","Nevada",137,42920,7.8,0.9,99696,266.6,137.417749959878,1.94006960583942,34.1794871794872
"CA","Orange",5952,1015430,8.4,0.2,3185968,254.4,186.819202201654,1.36174438709677,30.2857142857143
"CA","Placer",748,118707,4.7,0.3,393149,245.7,190.258655115491,1.29139985695187,52.2765957446808
"CA","Plumas",35,9297,3.5,1.1,18804,310.5,186.130610508402,1.66818342857143,88.7142857142857
"CA","Riverside",3537,957864,10,0.2,2450758,336.2,144.322695264077,2.32950194967487,33.62
"CA","Sacramento",3345,594627,6.3,0.2,1540975,294.2,217.070361297231,1.35532091180867,46.6984126984127
"CA","San Benito",25,21434,7.4,1,61537,242.4,40.6259648666656,5.96662752,32.7567567567568
"CA","San Bernardino",4729,871208,9.4,0.2,2171603,359.8,217.765401871337,1.65223675068725,38.2765957446809
"CA","San Diego",6658,1056014,8.7,0.2,3343364,251.3,199.140745668135,1.26192155782517,28.8850574712644
"CA","San Francisco",2848,252110,4.4,0.2,883305,212.9,322.425436287579,0.660307705407303,48.3863636363636
"CA","San Joaquin",2161,311190,7.5,0.3,752660,308,287.11503201977,1.07274076816289,41.0666666666667
"CA","San Luis Obispo",780,95173,7.5,0.6,284010,240.8,274.638216964191,0.876789846153846,32.1066666666667
"CA","San Mateo",1618,211256,4.8,0.3,769545,211.3,210.254111195577,1.00497440358467,44.0208333333333
"CA","Santa Barbara",826,161408,10.6,0.4,446527,254.1,184.983214900779,1.3736381440678,23.9716981132075
"CA","Santa Clara",3667,513162,4.8,0.1,1937570,193.9,189.257678432263,1.02452910553586,40.3958333333333
"CA","Santa Cruz",372,95639,6.2,0.5,274255,215.1,135.640188875317,1.58581318548387,34.6935483870968
"CA","Shasta",590,85500,7.5,0.6,180040,378.7,327.704954454566,1.1556126779661,50.4933333333333
"CA","Sierra",NA,1403,10.2,5,2987,345.9,NA,NA,33.9117647058824
"CA","Siskiyou",61,23976,7,0.8,43724,343.2,139.511481108773,2.46001259016393,49.0285714285714
"CA","Solano",1519,155354,5.6,0.4,446610,239.9,340.117776135778,0.705343903884134,42.8392857142857
"CA","Sonoma",817,179416,6.9,0.4,499942,249.8,163.418956598965,1.52858643329253,36.2028985507246
"CA","Stanislaus",1394,246690,6.5,0.3,549815,361,253.539827032729,1.42383941893831,55.5384615384615
"CA","Sutter",30,44432,9.6,1,96807,309.3,30.9894945613437,9.9808017,32.21875
"CA","Tehama",92,33186,7.3,0.8,63916,363,143.93891983228,2.52190304347826,49.7260273972603
"CA","Trinity",25,7002,11.3,2.6,12535,324.3,199.441563621859,1.6260402,28.6991150442478
"CA","Tulare",830,244422,9.8,0.5,465861,364.6,178.164731540095,2.04642073012048,37.2040816326531
"CA","Tuolumne",72,24538,5.7,1,54539,321.6,132.015621848585,2.43607533333333,56.421052631579
"CA","Ventura",1379,277881,9.3,0.3,850967,255.4,162.050937345396,1.57604765627266,27.4623655913978
"CA","Yolo",122,68326,5.9,0.6,220408,245.7,55.351892853254,4.43887259016393,41.6440677966102
"CA","Yuba",221,34119,8,0.9,78041,392.5,283.184479952845,1.38602228506787,49.0625
"CO","Adams",1733,163995,11.1,0.5,511868,257.6,338.563848492189,0.760860916330064,23.2072072072072
"CO","Alamosa",49,7739,14,3,16683,349.3,293.71216208116,1.18925957142857,24.95
"CO","Arapahoe",1233,182531,8.2,0.4,651215,223.5,189.338390546901,1.18042621654501,27.2560975609756
"CO","Archuleta",11,5952,11.1,2.2,13765,236.6,79.9128223755903,2.96072636363636,21.3153153153153
"CO","Baca",23,1819,6.8,1.9,3585,325.3,641.562064156206,0.507043695652174,47.8382352941177
"CO","Bent",NA,2387,9.5,3,5882,338,NA,NA,35.5789473684211
"CO","Boulder",856,82113,5,0.3,326078,200,262.513877047823,0.761864485981308,40
"CO","Broomfield",40,14524,4.7,0.9,69267,198,57.7475565565132,3.4287165,42.1276595744681
"CO","Chaffee",25,7594,10.4,2.4,20027,223.1,124.831477505368,1.78720948,21.4519230769231
"CO","Cheyenne",25,712,11.2,4.2,1876,272.5,1332.62260127932,0.204484,24.3303571428571
"CO","Clear Creek",NA,2733,9,2.7,9605,220.5,NA,NA,24.5
"CO","Conejos",17,4463,13.5,3.1,8200,329.1,207.317073170732,1.58742352941176,24.3777777777778
"CO","Costilla",NA,2434,11.6,3.6,3828,242.9,NA,NA,20.9396551724138
"CO","Crowley",NA,2696,7,2.7,5858,272.5,NA,NA,38.9285714285714
"CO","Custer",NA,2787,15.5,5.5,4954,235.6,NA,NA,15.2
"CO","Delta",49,15390,10.2,1.4,30953,317.2,158.304526217168,2.00373297959184,31.0980392156863
"CO","Denver",3071,228241,10.3,0.3,716492,261.9,428.616090619295,0.611036323021817,25.4271844660194
"CO","Dolores",NA,869,5.1,3,2074,226.5,NA,NA,44.4117647058824
"CO","Douglas",778,57884,2.9,0.3,342776,165,226.970382990641,0.726967095115681,56.8965517241379
"CO","Eagle",56,11606,15.1,1.9,54993,123.2,101.831142145364,1.209846,8.15894039735099
"CO","El Paso",1412,224198,7.4,0.4,713856,267.5,197.798995875919,1.35238300283286,36.1486486486486
"CO","Elbert",NA,7119,5.8,1.5,26282,257.5,NA,NA,44.3965517241379
"CO","Fremont",25,19362,7.1,1.4,48021,297.1,52.060556839716,5.70681564,41.8450704225352
"CO","Garfield",103,17759,17.1,1.7,59770,226.1,172.327254475489,1.31203854368932,13.2222222222222
"CO","Gilpin",NA,1610,4.6,1.9,6121,243.6,NA,NA,52.9565217391304
"CO","Grand",23,4811,14.8,2.9,15525,164.1,148.148148148148,1.107675,11.0878378378378
"CO","Gunnison",24,4733,10.8,2.3,17246,177.3,139.162704395222,1.27404825,16.4166666666667
"CO","Hinsdale",NA,379,10.3,4.5,811,227.6,NA,NA,22.0970873786408
"CO","Huerfano",20,3433,8.6,3.5,6889,284.1,290.317898098418,0.97858245,33.0348837209302
"CO","Jackson",NA,614,10.6,4.8,1399,222.8,NA,NA,21.0188679245283
"CO","Jefferson",633,159617,5.8,0.3,580233,261.1,109.094105299078,2.3933465450237,45.0172413793103
"CO","Kiowa",25,562,5.9,2.5,1383,340,1807.66449746927,0.188088,57.6271186440678
"CO","Kit Carson",19,2539,12.6,4.6,7163,263.6,265.25198938992,0.993772,20.9206349206349
"CO","La Plata",94,17032,9.1,1.2,56310,255.2,166.933049191973,1.52875659574468,28.043956043956
"CO","Lake",25,2734,14.7,3.9,7824,142.1,319.529652351738,0.44471616,9.66666666666667
"CO","Larimer",650,97489,6.3,0.5,350518,220.6,185.439834758843,1.18960416615385,35.015873015873
"CO","Las Animas",25,7198,9.3,2.2,14503,302,172.378128663035,1.7519624,32.4731182795699
"CO","Lincoln",15,1427,4,2.1,5610,254.6,267.379679144385,0.952204,63.65
"CO","Logan",25,8791,9.1,2,21528,283.5,116.127833519138,2.4412752,31.1538461538462
"CO","Mesa",548,63485,10.1,1.1,153207,324.7,357.686006514063,0.907779432481752,32.1485148514851
"CO","Mineral",NA,382,8.3,3.7,776,269.8,NA,NA,32.5060240963855
"CO","Moffat",25,4083,13.5,3.5,13188,263.8,189.56627236882,1.39159776,19.5407407407407
"CO","Montezuma",25,12762,12.9,1.9,26158,263.8,95.5730560440401,2.76019216,20.4496124031008
"CO","Montrose",75,20805,10.9,1.4,42214,283.2,177.666177097645,1.59400064,25.9816513761468
"CO","Morgan",75,11753,7.9,1.3,28558,256.8,262.623433013516,0.97782592,32.5063291139241
"CO","Otero",25,9392,9.6,2,18432,376.1,135.633680555556,2.77291008,39.1770833333333
"CO","Ouray",NA,1907,10.1,3.5,4833,138.5,NA,NA,13.7128712871287
"CO","Park",NA,6183,7.3,2,18556,212,NA,NA,29.041095890411
"CO","Phillips",40,1578,15.6,5.1,4286,286.4,933.271115258983,0.3068776,18.3589743589744
"CO","Pitkin",25,4152,13.4,2.8,17950,96.6,139.275766016713,0.693588,7.2089552238806
"CO","Prowers",25,6061,10.8,2,12164,311.3,205.524498520224,1.51466128,28.8240740740741
"CO","Pueblo",1252,82650,7,0.6,167529,239.4,747.333297518639,0.320338998402556,34.2
"CO","Rio Blanco",35,2064,8.1,3.1,6336,256.2,552.39898989899,0.4637952,31.6296296296296
"CO","Rio Grande",17,5481,10.8,2.8,11250,310,151.111111111111,2.05147058823529,28.7037037037037
"CO","Routt",39,5773,8.1,1.6,25733,158.5,151.556367310457,1.04581551282051,19.5679012345679
"CO","Saguache",NA,3668,16.5,3.5,6843,270.9,NA,NA,16.4181818181818
"CO","San Juan",NA,247,9.7,4.5,762,219.7,NA,NA,22.6494845360825
"CO","San Miguel",NA,1982,8,1.5,8191,77.2,NA,NA,9.65
"CO","Sedgwick",15,1208,7.7,2.7,2303,300.8,651.324359531046,0.461828266666667,39.0649350649351
"CO","Summit",35,6440,18.5,4,31007,102.2,112.877737285129,0.9054044,5.52432432432432
"CO","Teller",15,9690,9.1,1.6,25083,256.2,59.8014591556034,4.2841764,28.1538461538462
"CO","Washington",NA,2080,5,1.4,4909,245.7,NA,NA,49.14
"CO","Weld",428,92285,7.8,0.4,314305,239.3,136.173462083009,1.75731744158879,30.6794871794872
"CO","Yuma",30,3839,11.3,2.4,10020,278.7,299.40119760479,0.930858,24.6637168141593
"CT","Fairfield",1694,282214,8.7,0.3,943823,259.9,179.482805568417,1.44804957319953,29.8735632183908
"CT","Hartford",3065,316463,4.4,0.2,892697,279,343.341581746102,0.812601836867863,63.4090909090909
"CT","Litchfield",157,63781,4.2,0.5,181111,288.8,86.6871697467299,3.33151954140127,68.7619047619048
"CT","Middlesex",714,50097,3.3,0.4,162682,277,438.893055162833,0.63113324929972,83.9393939393939
"CT","New Haven",1721,321579,5.2,0.3,857620,284.4,200.671626128122,1.41724072051133,54.6923076923077
"CT","New London",419,96107,4.3,0.4,266784,267.8,157.055895406021,1.70512542243437,62.2790697674419
"CT","Tolland",209,39314,3.1,0.4,150921,290.6,138.483047422161,2.09845179904306,93.741935483871
"CT","Windham",144,45021,3.9,0.5,117027,328.7,123.048527262939,2.6713038125,84.2820512820513
"DC","District of Columbia",4262,242603,4,0.3,NA,380.3,NA,NA,95.075
"DE","Kent",404,71229,7,0.8,178550,345.7,226.267152058247,1.52783997524752,49.3857142857143
"DE","New Castle",2154,174647,5.3,0.3,559335,287.9,385.100163587117,0.747597708913649,54.3207547169811
"DE","Sussex",567,101275,7.1,0.6,229286,330.7,247.289411477369,1.33729947442681,46.5774647887324
"FL","Alachua",2034,69927,9.2,0.7,269956,243.5,753.456118774911,0.323177413962635,26.4673913043478
"FL","Baker",1163,8508,12.5,2.4,28355,363,4101.56938811497,0.0885027085124678,29.04
"FL","Bay",707,67805,14.2,1,185287,370.1,381.570212697059,0.969939444130127,26.0633802816901
"FL","Bradford",NA,10327,12.4,2.2,27732,328.5,NA,NA,26.491935483871
"FL","Brevard",1807,224697,10.8,0.5,596849,319.4,302.756643640184,1.05497272053127,29.5740740740741
